rank,Account Name,No. of Employees,Website,HQ Billing Country,Billing State/Province,Billing City,Billing Street,Billing Zip/Postal Code,Industry,LinkedIn Company Id,Account LinkedIn URL,Core Account Fit Tier,score_size,score_industry,score_tier,score_data,lead_score,category,web_verdict,web_notes,us_contactability,hr_contacts
325,Moody Street Group,51,moodystreet.com,,Massachusetts,Auburndale,134 Rumford Avenue,2466,Insurance Carriers,3060243.0,https://www.linkedin.com/company/the-moody-street-group-llc,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
326,Als Association Greater Philadelphia Chapter,51,alsa.org,,Pennsylvania,Ambler,,,Health and Human Services,139733.0,https://www.linkedin.com/company/als-association-greater-philadelphia-chapter,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
327,Rosemont Market & Bakery,56,rosemontmarket.com,,Maine,Portland,,,Baked Goods Manufacturing,2887897.0,https://www.linkedin.com/company/rosemont-market-&-bakery,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
328,Environmental Wood Solutions,56,ewsrecycle.com,,Michigan,Lake Orion,3500 Giddings Road,48359,Retail Building Materials and Garden Equipment,64501578.0,https://www.linkedin.com/company/envwood,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
329,Mit Federal Credit Union,57,mitfcu.org,,Massachusetts,Lexington,,,Savings Institutions,15175302.0,https://www.linkedin.com/company/mit-federal-credit-union,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
330,Ca South,58,ca-south.com,,Georgia,Atlanta,918 South St,37203,Building Construction,3042783.0,https://www.linkedin.com/company/ca-south,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
331,Rc Andersen,58,rcandersen.com,,New Jersey,Fairfield,,,Building Construction,1110643.0,https://www.linkedin.com/company/rc-andersen-llc,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
332,Ld Systems,146,ldsystems.com,,Texas,,,,Events Services,302138.0,https://www.linkedin.com/company/ldsystemsusa,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
333,Psychotherapy Networker,150,psychotherapynetworker.org,,District of Columbia,Washington,,,Book and Periodical Publishing,1774592.0,https://www.linkedin.com/company/psychotherapy-networker,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
334,Deep Centered Mental Health,130,deepcentered.com,,Texas,,,,Mental Health Care,,https://www.linkedin.com/company/deep-eddy-psychotherapy,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
335,Guild For Exceptional Children,131,gecbklyn.org,,New York,Brooklyn,260 68th Street,11220,Individual and Family Services,11787751.0,https://www.linkedin.com/company/the-guild-for-exceptional-children,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
336,Wheelhouse,131,choosewheelhouse.com,,Texas,,,,Entertainment Providers,,https://www.linkedin.com/company/wheel-house-llc,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
337,"Cerris Builders, Inc.",220,cerrisbuilders.com,,Texas,Pflugerville,3712 Helios Way,78660,Construction,,https://www.linkedin.com/company/cerrisbuilders,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
338,Marketer Tips,202,chasedimond.com,,District of Columbia,Los Angeles,12655 West Jefferson Boulevard,90066,Media Production,,https://www.linkedin.com/company/marketer-tips,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
339,Fortune International Group,209,fortuneintlgroup.com,,Florida,,,,Real Estate,,https://www.linkedin.com/company/fortune-international-group,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
340,Partnership For Maternal & Child Health of Northern New Jersey,217,partnershipmch.org,,New Jersey,Newark,50 Park Place,7102,Family Planning Centers,10963805.0,https://www.linkedin.com/company/partnershipmchnj,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
341,North Carolina Education Lottery,198,nclottery.com,,North Carolina,Raleigh,PO Box 41606,27603,Entertainment Providers,,https://www.linkedin.com/company/north-carolina-education-lottery,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
342,Institute of Scrap Recycling Industries,177,isri.org,,District of Columbia,Washington,1250 I Street Northwest,20036,Wholesale Recyclable Materials,563629.0,https://www.linkedin.com/company/institute-of-scrap-recycling-industries-inc--isri-,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
343,Networks Presentations,122,networkstours.com,,Maryland,Columbia,,,Theater Companies,263898.0,https://www.linkedin.com/company/networks-presentations,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
344,Dallas Regional Chamber,124,dallaschamber.org,,Texas,Dallas,500 North Akard Street,75201,Industry Associations,23974.0,https://www.linkedin.com/company/dallas-regional-chamber,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
345,National Student Leadership Conference,167,nslcleaders.org,,District of Columbia,"Washington, D.C.",400 New Jersey Avenue Northwest,20003,Professional Training and Coaching,963844.0,https://www.linkedin.com/company/national-student-leadership-conference,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
346,Burkert USA,167,burkert-usa.com,,North Carolina,Huntersville,11425 Mount Holly-Huntersville Road,28078,Metal Valve Ball and Roller Manufacturing,98529.0,https://www.linkedin.com/company/burkertusacorp,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
347,Avl Technologies,168,avltech.com,,North Carolina,Asheville,15 North Merrimon Ave.,28802,Satellite Telecommunications,2180303.0,https://www.linkedin.com/company/avl-technologies,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
348,Bloomin Blinds,116,bloominblinds.com,,Texas,Plano,1411 Lemay Drive,75007,Mattress and Blinds Manufacturing,69846142.0,https://www.linkedin.com/company/bloomin-blinds,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
349,Slade Gorton & Co,107,sladegorton.com,,Massachusetts,Boston,225 Southampton St,2118,Seafood Product Manufacturing,155832.0,https://www.linkedin.com/company/slade-gorton,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
350,Charter Homes & Neighborhoods,97,charterhomes.com,,Pennsylvania,Lancaster,1190 Dillerville Rd,17601,Residential Building Construction,217929.0,https://www.linkedin.com/company/charter-homes-&-neighborhoods,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
351,"MHF Design Consultants, Inc.",120,mhfdesign.com,,New Hampshire,Salem,44 Stiles Rd Ste 1,,Media Production,,https://www.linkedin.com/company/greenman-pedersen-inc-,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
352,EDC,156,edcweb.com/,,Missouri,Columbia,,,Building Construction,950756.0,https://www.linkedin.com/company/edcgc,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
353,Treetops Resort,156,treetops.com,,Michigan,Gaylord,3962 Wilkinson Road,49735,Golf Courses and Country Clubs,1643734.0,https://www.linkedin.com/company/treetops-resort,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
354,Visit San Antonio,147,visitsanantonio.com,,Texas,San Antonio,317 Alamo Plaza,78205,Travel Arrangements,121084.0,https://www.linkedin.com/company/visitsanantonio,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
355,American Roofing & Metal Company,150,americanroofingonline.com,,Kentucky,Louisville,4610 Roofing Road,40218,Building Structure and Exterior Contractors,1702452.0,https://www.linkedin.com/company/american-roofing-&-metal,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
356,Asset Based Lending,150,ablfunding.com,,New Jersey,Jersey City,30 Montgomery St Ste 215,7301,Real Estate,,https://www.linkedin.com/company/asset-based-lending-llc,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
357,National Checking Company,150,ncco.com,,Minnesota,Saint Paul,899 Montreal Way,,Food and Beverage Services,,https://www.linkedin.com/company/ncco,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
358,"RPJ Waste Services, Inc.",100,rpjwaste.com,,Delaware,Smyrna,453 Pier Head Blvd,,Environmental Services,,https://www.linkedin.com/company/casella-waste-systems,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
359,Wine Spectator,101,winespectator.com,,New York,,,,Book and Periodical Publishing,4036047.0,https://www.linkedin.com/company/wine-spectator,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
360,M2 Logistics,104,m2logistics.com,,Wisconsin,Appleton,2701 Executive Drive,54305,Truck Transportation,9502694.0,https://www.linkedin.com/company/m2-logistics,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
361,WVIA,99,wvia.org,,Pennsylvania,Pittston,100 WVIA Way,18640,Broadcast Media Production and Distribution,261542.0,https://www.linkedin.com/company/wviatvfm,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
362,Recycling Management Resources,85,recyclingmr.com,,Georgia,Duluth,4550 River Green Parkway,30096,Wholesale Recyclable Materials,22327505.0,https://www.linkedin.com/company/recyclingmanagementresources,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
363,Dance Media Publications,85,dancemedia.com,,New York,New York,110 William Street,10038,Periodical Publishing,13009518.0,https://www.linkedin.com/company/dance-media,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
364,Single,100,single.xyz,,Tennessee,Nashville,2022 Lindell Avenue,37203,Sound Recording,10579236.0,https://www.linkedin.com/company/single,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
365,Assist Healthcare Staffing,128,nursestaffing.com,,Georgia,Blue Ridge,2800 Scenic Drive,30513,Temporary Help Services,3561636.0,https://www.linkedin.com/company/assist-healthcare-staffing,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
366,Transport Enterprise Leasing,129,tel360.com,,Tennessee,Greater Chattanooga,400 Birmingham Hwy Ste 350,37419,Truck Transportation,6831429.0,https://www.linkedin.com/company/transport-enterprise-leasing-llc/,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
367,NRCC,140,nrcc.org,,District of Columbia,Washington,320 First Street Southeast,20036,Political Organizations,165112.0,https://www.linkedin.com/company/national-republican-congressional-committee,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
368,Association To Benefit Children,169,a-b-c.org,,New York,New York,419 East 86th Street,10028,Cable and Satellite Programming,14008657.0,https://www.linkedin.com/company/association-to-benefit-children,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
369,Raymond,176,raymondllc.com,,Georgia,,,,Architecture and Planning,,https://www.linkedin.com/company/raymond-engineering-georgia-llc,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
370,Primal Pet Foods,226,primalpetfoods.com,,California,Fairfield,,92612,Animal Feed Manufacturing,2303198.0,https://www.linkedin.com/company/primalpetfoods,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
371,Samuel & Sons,201,samuelandsons.com,,New York,Baton Rouge,983 3rd Avenue,70801,Textile Manufacturing,1374769.0,https://www.linkedin.com/company/samuel-&-sons-passementerie,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
372,Tcc Group,242,tccgrp.com,,New York,New York,31 West 27th Street,10001,Strategic Management Services,39763.0,https://www.linkedin.com/company/tcc-group,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
373,Gentrac Guatemala,247,gentrac.com.gt,,,,,,Rubber Products Manufacturing,116399.0,https://www.linkedin.com/company/gentrac,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
374,Hard Rock Hotel & Casino Bristol,235,hardrockhotelcasinobristol.com,,Virginia,Bristol,500 Gate City Hwy,24201,Gambling Facilities and Casinos,79101279.0,https://www.linkedin.com/company/hard-rock-hotel-casino-bristol,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
375,Lg Energy Solution Vertech,236,lgensol-vt.com,,Massachusetts,Westborough,155  FLANDERS RD,1581,Renewable Energy Semiconductor Manufacturing,86632007.0,https://www.linkedin.com/company/lg-energy-solution-vertech-inc1,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
376,Xcentric Mold & Engineering,100,xcentricmold.com,,Michigan,Clinton Township,24541 Maplehurst Drive,48036,Plastics Manufacturing,1481044.0,https://www.linkedin.com/company/xcentric-mold-and-engineering,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
377,Renu Energy Solutions,98,renuenergysolutions.com,,North Carolina,Charlotte,801 Pressley Rd Ste 100,28217,Solar Electric Power Generation,5187162.0,https://www.linkedin.com/company/renu-energy-solutions,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
378,Delta Mold,93,deltamold.com,,North Carolina,Charlotte,,,Plastics Manufacturing,27015358.0,https://www.linkedin.com/company/deltamold-inc,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
379,Ieee Sensors Council,88,ieee-sensors.org,,New Jersey,Piscataway,,,Professional Organizations,71642105.0,https://www.linkedin.com/company/ieee-sensors-council,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
380,On Line Design,91,o-l-design.com,,Ohio,Cincinnati,12057 Sheraton Lane,45246,Industrial Machinery Manufacturing,454442.0,https://www.linkedin.com/company/on-line-design-inc.,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
381,Sycn Auto Logistics,75,shipyourcarnow.com,,Florida,Boca Raton,"1160 South Rogers Circle, Ste. 1",33487,Truck Transportation,2505701.0,https://www.linkedin.com/company/sycnautologistics,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
382,Murtech Staffing & Solutions,75,murtechconsulting.com,,Ohio,-,4700 Rockside Road,44131,Temporary Help Services,132125.0,https://www.linkedin.com/company/murtech,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
383,Aerodyn Engineering,75,aerodyn-global.com,,Indiana,Indianapolis,1919 South Girls School Road,46241,Engines and Power Transmission Equipment Manufacturing,2675169.0,https://www.linkedin.com/company/aerodyn-engineering-inc-,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
384,Seminole Nation Of Oklahoma,111,sno-nsn.gov,,Oklahoma,,,,Wellness and Fitness Services,,https://www.linkedin.com/company/seminole-nation-of-oklahoma,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
385,Geloso Beverage Group,103,gelosobeveragegroup.com,,New York,Rochester,,,Wholesale Alcoholic Beverages,5339420.0,https://www.linkedin.com/company/geloso-beverage-group,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
386,Champion Fiberglass,113,championfiberglass.com,,Texas,Spring,6400  SPRING STUEBNER RD,77389,Appliances Electrical and Electronics Manufacturing,1388723.0,https://www.linkedin.com/company/champion-fiberglass-inc-,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
387,Mediagistic,114,mgstatic.net,,Florida,Tampa,,,Media Production,,https://www.linkedin.com/company/mediagistic,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
388,Armor Express,115,armorexpress.com,,Virginia,Arlington,4501 N Fairfax Dr Ste 720,22203,Defense and Space Manufacturing,748944.0,https://www.linkedin.com/company/armor-express,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
389,Narda-MITEQ,108,nardamiteq.com,,New York,Hauppauge,600 3rd Avenue,10016,Defense and Space Manufacturing,77639542.0,https://www.linkedin.com/company/narda-miteq,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
390,Associated Construction Company,85,accgc.com,,Connecticut,Hartford,,,Building Construction,1788904.0,https://www.linkedin.com/company/the-associated-construction-company,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
391,Vmsi,85,vetms.com,,Virginia,Sterling,14 Pidgeon Hill Dr Ste 500,20165,Office Administration,5275322.0,https://www.linkedin.com/company/vmsi,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
392,Nachawati Law Group,92,ntrial.com,,Texas,,,,Law Practice,,https://www.linkedin.com/company/fears-i-nachawati,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
393,Lincoln IT,93,lincolnit.com,,New York,Hicksville,25 Bloomingdale Road,11801,Professional Services,756524.0,www.linkedin.com/company/lincoln-computer-services,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
394,Road Less Traveled,88,theroadlesstraveled.com,,Illinois,Chicago,2331 North Elston Avenue,60614,Travel Arrangements,2342431.0,https://www.linkedin.com/company/the-road-less-traveled,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
395,Refrigerated Solutions Group,88,master-bilt.com,,Wisconsin,Hudson,,,Retail Office Equipment,65503212.0,https://www.linkedin.com/company/refsg,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
396,Bitflow Innovative Group,84,bitflowgroup.com,,Virginia,Sterling,22960 Shaw Rd,20166,Temporary Help Services,68010837.0,https://www.linkedin.com/company/bitflow-innovative-group,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
397,US Institute of Diplomacy and Human Rights,80,usidhr.org,,District of Columbia,Washington,1250 Connecticut Avenue Northwest,20036,Professional Training and Coaching,64692061.0,https://www.linkedin.com/company/us-institute-of-diplomacy-and-human-rights,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
398,Charter Furniture,66,charterfurniture.com,,North Carolina,Liberty,9860 Gidley Street,91731,Wholesale Furniture and Home Furnishings,27249038.0,https://www.linkedin.com/company/charterfurniture,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
399,Production Management One,66,productionmanagementone.com,,Maryland,Gaithersburg,4059 Broad River Rd,29210,Events Services,11781426.0,https://www.linkedin.com/company/production-management-one,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
400,Georgetown University Public Real Estate Fund,66,gupref.org,,District of Columbia,,,,Real Estate,,https://www.linkedin.com/company/georgetown-university-public-real-estate-fund,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
401,ASBECO,98,asbeco.com,,Georgia,Cumming,"2665 Pine Grove Road, Suite 200",30041,Industrial Machinery Manufacturing,3629260.0,https://www.linkedin.com/company/associated-beach-coulson,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
402,Ampliphi Inc.,101,ampliphi.io,,Georgia,Atlanta,1831 Charline Ave Ne,,Environmental Services,,https://www.linkedin.com/company/ampliphi-io,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
403,QualTech RPO,99,qualtechrpo.com,,New Jersey,Perth Amboy,,8861,Temporary Help Services,13327850.0,https://www.linkedin.com/company/qualtechrpo,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
404,Coulture Magazine,97,coulture.org,,North Carolina,Chapel Hill,,,Periodical Publishing,28152659.0,https://www.linkedin.com/company/coulturemagazine,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
405,Sun Coast Press,238,suncoastpress.com,,Florida,Port Charlotte,23170 Harbor View Road,33980,Media Production,,https://www.linkedin.com/company/suncoast-press-svc,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
406,Chris 180,238,christianbook.com,,Georgia,Atlanta,1960 Peabody Street,1960,Community Services,62197.0,https://www.linkedin.com/company/chris180,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
407,Argus Community,238,arguscommunity.org,,New York,Bronx,760 East 160th Street,10456,Community Services,11772881.0,https://www.linkedin.com/company/argus-community-inc,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
408,Independent Living Services,179,indliving.org,,Arkansas,Conway,615 East Robins Street,72032,Services for the Elderly and Disabled,2086333.0,https://www.linkedin.com/company/independent-living-services-inc.,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
409,Ksm Electronics,185,ksmelectronics.com,,Florida,Fort Lauderdale,5607 Hiatus Rd,33321,Appliances Electrical and Electronics Manufacturing,409742.0,https://www.linkedin.com/company/ksm-electronics-inc,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
410,Flexan,191,flexan.com,,Illinois,Lincolnshire,500 Bond Street,60069,Rubber Products Manufacturing,3583235.0,https://www.linkedin.com/company/flexanllc,Tier 2,40,18,14.0,10,82.0,B - Strong fit,,,,
411,Crown Homes Real Estate,80,crownhomes.com,,Delaware,,,,Real Estate,,https://www.linkedin.com/company/crown-homes-real-estate,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
412,"J & W ENTERPRISES, INC.",80,brokerage-martin.sites.erarealestate.com,,Ohio,Chillicothe,159 E Main St,,Real Estate,,https://www.linkedin.com/company/era-real-estate,Tier 2,40,20,14.0,8,82.0,B - Strong fit,,,,
